product_id,product_name,category,cluster,segment_name,x,y,z,discount_percentage,sentiment_score,rating_gap,actual_price,rating,rating_count,log_actual_price,log_rating_count,model_algo,pca_total_variance,pca1_variance,pca2_variance,pca3_variance
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,0,가성비 호평 상품,-1.7854611984859106,0.7989392431159751,0.4709791904004689,0.64,0.4819444444444444,0.0990277777777778,1099.0,4.2,24269.0,7.003065458786462,10.096996298720647,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B098NS6PVG,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2,관심 필요 상품,-0.2623538663312469,0.8480573829727465,-0.9084717312645249,0.43,0.2743181818181818,0.1628409090909091,349.0,4.0,43994.0,5.857933154483459,10.69183127007966,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,0,가성비 호평 상품,-3.559687167638126,0.2234970931461175,1.557871553838885,0.9,0.6,-0.02,1899.0,3.9,7928.0,7.549609165154532,8.978282203272398,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2,관심 필요 상품,0.4668685496264838,0.7667307469805563,-0.2560092415830732,0.53,0.2403703703703703,0.2198148148148149,699.0,4.2,94363.0,6.551080335043404,11.454914923466722,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B08CF3B7N1,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2,관심 필요 상품,-0.0738704685245309,-0.0468071484416993,-0.5444832253809668,0.61,0.2627403846153846,0.2086298076923077,399.0,4.2,16905.0,5.991464547107982,9.735423867488873,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,0,가성비 호평 상품,-2.535782545538372,0.342058211562697,1.0105240475945871,0.85,0.4866666666666666,0.0366666666666667,1000.0,3.9,24871.0,6.90875477931522,10.12149795173859,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,0,가성비 호평 상품,-3.85342240059172,1.1702584204612716,0.2497512281771387,0.65,0.6777777777777777,-0.0188888888888888,499.0,4.1,15188.0,6.214608098422191,9.62832676063802,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2,관심 필요 상품,-0.5264416333427212,1.465898134152949,-1.469434327122761,0.23,0.3760416666666666,0.1719791666666666,299.0,4.3,30411.0,5.703782474656201,10.322592546348329,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2,관심 필요 상품,0.2886461148070018,1.2347775023791987,0.0034240366275059,0.5,0.2789406713505074,0.2005296643247464,999.0,4.2,179691.0,6.907755278982137,12.098999553138484,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2,관심 필요 상품,-0.1948288410856229,1.09580133245753,-1.2482304594036886,0.33,0.2743181818181818,0.1628409090909091,299.0,4.0,43994.0,5.703782474656201,10.69183127007966,KMeans,0.7752025104884381,0.3662245464713259,0.2137980102798425,0.1951799537372696
